"",Season,Episode,Character,Line,Segment,WC,WPS,BigWords,Dic,IVED
0,10,1,Stan,"You guys, you guys! Chef is going away.",1,8,4,0,0,0
1,10,1,Kyle,Going away? For how long?,1,5,2.5,0,0,0
2,10,1,Stan,Forever.,1,1,1,100,0,0
3,10,1,Chef,I'm sorry boys.,1,3,3,0,0,0
4,10,1,Stan,"Chef said he's been bored, so he joining a group called the Super Adventure Club.",1,15,15,13.33,0,0
5,10,1,Chef,Wow!,1,1,1,0,0,0
6,10,1,Mrs. Garrison,Chef?? What kind of questions do you think adventuring around the world is gonna answer?!,1,15,7.5,13.33,0,0
7,10,1,Chef,What's the meaning of life? Why are we here?,1,9,4.5,11.11,0,0
8,10,1,Mrs. Garrison,I hope you're making the right choice.,1,7,7,0,0,0
9,10,1,Cartman,I'm gonna miss him.  I'm gonna miss Chef and I...and I don't know how to tell him!,1,18,9,0,0,0
10,10,1,Stan,"Dude, how are we gonna go on? Chef was our fuh...f-ffriend.",1,12,6,8.33,0,0
11,10,1,Mayor McDaniels,"And we will all miss you, Chef,  but we know you must do what your heart tells you..",1,18,18,0,0,0
12,10,1,Jimbo,Bye-bye!,1,1,1,0,0,0
13,10,1,Gerald,Good-bye!,1,1,1,100,0,0
14,10,1,Mr. Mackey,So long!,1,2,2,0,0,0
15,10,1,A Man,"So long, Chef!",1,3,3,0,0,0
16,10,1,A Sign-Holder,"Good-bye, Chef!",1,2,2,50,0,0
17,10,1,Randy,"Good-bye, Chef! Have a great time with the Super Adventure Club!",1,11,5.5,18.18,0,0
18,10,1,Chef,Good-bye! ..,1,1,1,100,0,0
19,10,1,Kyle,"Draw two card, fatass.",1,4,4,0,0,0
20,10,1,Cartman,"Reverse to you, Jew.",1,4,4,25,0,0
21,10,1,Stan,I'll get it.,1,3,3,0,0,0
22,10,1,Chef,"Hello there, children!",1,3,3,33.33,0,0
23,10,1,Stan,He's back!,1,2,2,0,0,0
24,10,1,Kyle,Yeah!,1,1,1,0,0,0
25,10,1,Cartman,All right!,1,2,2,0,0,0
26,10,1,Kyle,Chef! I can't believe you're back!,1,6,3,16.67,0,0
27,10,1,Chef,"Well, it's true.",1,3,3,0,0,0
28,10,1,Stan,But are you back for good?,1,6,6,0,0,0
29,10,1,Chef,That's right.,1,2,2,0,0,0
30,10,1,Mrs. Garrison,Hey everybody! Chef's back!,1,4,2,25,0,0
31,10,1,Patrons,What? All right! Yeah!,1,4,1.33,0,0,0
32,10,1,Randy,"Oh, finally!",1,2,2,50,0,0
33,10,1,Gerald,"Wow! It seems like you had a great time with the Super Adventure Club, Chef. They sound like really interesting people.",1,21,7,9.52,0,0
34,10,1,Chef,Yeah!,1,1,1,0,0,0
35,10,1,Mrs. Garrison,"But now that you're back here, does that mean that you're not in the Super Adventure Club anymore?",1,18,18,11.11,0,0
36,10,1,Chef,Nnono!,1,1,1,0,0,0
37,10,1,Randy,"Ohhh, so have you decided you can still belong to the Super Adventure Club but live here in South Park again?",1,21,21,9.52,0,0
38,10,1,Chef,That's right.,1,2,2,0,0,0
39,10,1,Randy,"Well, it seems like the Super Adventure Club was just what you needed, Chef. You must be feeling very happy that you found a club to belong to with new friends, but that you can also live here in South Park with all your old friends whom you care for deeply.  Right?",1,52,17.33,7.69,0,0
40,10,1,Chef,That's right. Randy!,1,3,1.5,0,0,0
41,10,1,Jimbo,"Well Chef, you're welcome to stay with me until you buy another house.",1,13,13,15.38,0,0
42,10,1,Chef,Thank you. Jimbo.,1,3,1.5,0,0,0
43,10,1,Randy,"Well, come on everybody. I'm sure Chef would like a little time to get moved back in.",1,17,8.5,5.88,0,0
44,10,1,Chef,That's right! Thank you. Good-bye- Everybody.,1,6,2,33.33,0,0
45,10,1,Townsfolk,Later. Great to have you back. Bye-bye. See ya Chef. See you later. Bye-bye,1,14,2.33,0,0,0
46,10,1,Kyle,"Well, I- guess we'll see you in school tomorrow, Chef.",1,10,10,10,0,0
47,10,1,Chef,You bet! Good-bye. Children!,1,4,1.33,50,0,0
48,10,1,Stan,"Right. Uh, see ya.",1,4,2,0,0,0
49,10,1,Cartman,"Uh, guys? Did Chef seem a little, uh, trippy to you?",1,11,5.5,0,0,0
50,10,1,Stan,"Well, look. he said he's happier now. Maybe he just needs to rest up a little.",1,16,5.33,6.25,0,0
51,10,1,Kyle,Yeah. I'm sure whatever that Super Adventure Club does is pretty tiring.,1,12,6,16.67,0,0
52,10,1,Stan,"Yeah, but whatever, I'm just glad he's back for good.",1,10,10,10,0,0
53,10,1,Kenny,"(Yeah, me too.)",1,3,3,0,0,0
54,10,1,A Boy,"It's really weird what he said. I don't know, it kind of confused me.",1,14,7,7.14,0,0
55,10,1,Cartman,"Oh boy oh boy, I can't wait to have Chef's lunch food again.",1,13,13,0,0,0
56,10,1,Kyle,Yeah. I hope he makes his Salisbury steak with buttered noodles!,1,11,5.5,27.27,0,0
57,10,1,Clyde,"You guys, you guys.",1,4,4,0,0,0
58,10,1,Stan,What?,1,1,1,0,0,0
59,10,1,Clyde,Something's wrong with Chef. He's saying some really weird stuff.,1,10,5,10,0,0
60,10,1,Kyle,Like what?,1,2,2,0,0,0
61,10,1,Clyde,I think...  I think he wants to have sex with me.,1,11,5.5,0,0,0
62,10,1,Stan,What??,1,1,1,0,0,0
63,10,1,Clyde,I gotta- I gotta go.,1,5,5,0,0,0
64,10,1,Kyle,Weirdo.,1,1,1,0,0,0
65,10,1,Chef,"Hello there, children!",1,3,3,33.33,0,0
66,10,1,The Boys,Hey Chef.,1,2,2,0,0,0
67,10,1,Chef,How's it goin'?,1,3,3,0,0,0
68,10,1,Kyle,Good.,1,1,1,0,0,0
69,10,1,Chef,"Well, how about I meet you boys after work and we make love?",1,13,13,0,0,0
70,10,1,Cartman,Excuse me?,1,2,2,0,0,0
71,10,1,Chef,"Come on, children! You're my sexual fantasy. Let's all make sweet love.",1,12,4,16.67,0,0
72,10,1,Kyle,...Chef?? A-are you okay?,1,4,2,0,0,0
73,10,1,Chef,"I want to stick my balls inside your rectum, Kyle.",1,10,10,0,0,0
74,10,1,Stan,"Dude, what are you saying??",1,5,5,0,0,0
75,10,1,Chef,"I'm gonna make love to your asshole, children.",1,8,8,25,0,0
76,10,1,Stan,...WHAT??,1,1,1,0,0,0
77,10,1,Det. Jarvis,"Hi kids, I'm Detective Jarvis. I need to ask you all some difficult questions about your school cafeteria chef.",1,19,9.5,21.05,0,0
78,10,1,Kyle,This doesn't make any sense!,1,5,5,0,0,0
79,10,1,Det. Jarvis,We have some information that all this time Chef has been and still is a pedophile.,1,16,16,12.5,0,0
80,10,1,Stan,"No, he's not.",1,3,3,0,0,0
81,10,1,Det. Jarvis,Uh huh.,1,2,2,0,0,0
82,10,1,Stan,"No, he's not.",1,3,3,0,0,0
83,10,1,Det. Jarvis,"Yeah, yeah he is so.",1,5,5,0,0,0
84,10,1,Butters,What's a pedophile?,1,3,3,33.33,0,0
85,10,1,Det. Jarvis,"Now, we need some testimony in order to arrest Chef,  so I'm gonna use this doll to ask you kids a few questions. Did Chef ever touch any of you... here?",1,31,10.33,6.45,0,0
86,10,1,Stan,NO!,1,1,1,0,0,0
87,10,1,Det. Jarvis,"Okay, did he touch you here?",1,6,6,0,0,0
88,10,1,The Class,NO!,1,1,1,0,0,0
89,10,1,Det. Jarvis,Did he ever do this? How about this?,1,8,4,0,0,0
90,10,1,Butters,My Uncle Bud did that to me once!,1,8,8,0,0,0
91,10,1,Det. Jarvis,Did Chef ever try one of these on for size?,1,10,10,0,0,0
92,10,1,Kyle,"Goddammit, Chef isn't like that! Something funny is going on around here!",1,12,6,16.67,0,0
93,10,1,Det. Jarvis,"Young man, will you PLEASE pay attention! This is very important stuff! Ohhh. Ohhhhhh.",1,14,3.5,21.43,0,0
94,10,1,Chef,"Hello there, children!",1,3,3,33.33,0,0
95,10,1,Kyle,"Chef, the police are asking questions about you!",1,8,8,12.5,0,0
96,10,1,Chef,"Oh really? Well, let's all go home and make love.",1,10,5,0,0,0
97,10,1,Stan,"No, Chef, we don't wanna make love to you!",1,9,9,0,0,0
98,10,1,Chef,"Kenny, how would you like to sodomize my black ass",1,10,10,10,0,0
99,10,1,Kyle,"Chef, CHEF! You need to get out of here before you get arrested, all right?!",1,15,7.5,6.67,0,0
100,10,1,Chef,"I specializes in your asshole, Kyle.",1,6,6,33.33,0,0
101,10,1,Cartman,"...Man, I can't believe all this time, Chef just wanted us for sex.",1,13,13,7.69,0,0
102,10,1,Kyle,"He didn't want us for sex, fatass! Something is making him say those things.",1,14,7,7.14,0,0
103,10,1,Kenny,(Like what?),1,2,2,0,0,0
104,10,1,Kyle,"Something must have happened to Chef while he was gone. Maybe he hit his head or, or got stuck in some quantum time vortex.",1,24,12,12.5,4.17,4.17
105,10,1,Stan,Well look: he spent the last three months with that adventurers' club. Maybe they know what happened to him.,1,19,9.5,10.53,0,0
106,10,1,Kenny,(Yeah! I think...),1,3,1.5,0,0,0
107,10,1,Cartman,Yeah!,1,1,1,0,0,0
108,10,1,Kyle,"All right, come on guys!",1,5,5,0,0,0
109,10,1,Cartman,"Hey you guys, you know what they call a Jewish woman's boobs? Jewbs.",1,13,6.5,0,0,0
110,10,1,Butler,May I help you.,1,4,4,0,0,0
111,10,1,Kyle,"Ahh, hi, can we speak to the head guy or something?",1,11,11,9.09,0,0
112,10,1,Butler,Right this way.,1,3,3,0,0,0
113,10,1,Head Adventurer,"Now, the upper rim of Kilimanjaro should be quite a trek, and so we'll need to have a-",1,18,18,5.56,0,0
114,10,1,Butler,"Excuse me, sir. These boys wanted to speak with you.",1,10,5,0,0,0
115,10,1,Head Adventurer,"Ahh yes, splendid! Good afternoon, lads! I'm Head Adventurer William P. Connolly, Esquire! Welcome, to the Super Adventure Club!",1,19,3.8,42.11,0,0
116,10,1,Club Members,Tally ho!,1,2,2,0,0,0
117,10,1,Mr. Connolly,Indeed!,1,1,1,0,0,0
118,10,1,Kyle,"Uh, hi. Our friend joined your club a while back, and now he wants to molest kids.",1,17,8.5,0,0,0
119,10,1,Mr. Connolly,"What? Well... well yes, of course! That's what the Super Adventure Club does!",1,13,3.25,7.69,0,0
120,10,1,Cartman,...Huh?,1,1,1,0,0,0
121,10,1,Marksman,We travel the world and have sex with children!,1,9,9,11.11,0,0
122,10,1,Marine,"Yes, what else would we do?",1,6,6,0,0,0
123,10,1,Kyle,"Well, we thought you went exploring and like, hunting and stuff!",1,11,11,27.27,0,0
124,10,1,Mr. Connolly,"Noo, no, that's the Adventure Club. We're the Super Adventure Club!  Next week, we'll be heading to the outer banks of the Amazon, where we will make camp and have sex with children of the Ugani tribe, then it's off to the mighty Himalayas, where we will climb K-2, and molest several Tibetan children on the east summit.",1,58,19.33,13.79,0,0
125,10,1,Kyle,...Dude!,1,1,1,0,0,0
126,10,1,Mr. Connolly,"I know, but it gets even better! From there we will kayak to the fruitful banks of the Mele River in Africa, where the secret and mysterious Hanimi people have children who have never seen a white man's erect penis. Of course, we're always looking for kids to have sex with on the plane rides over to these places, so how would you ALL like to join the Super Adventure Club!",1,71,23.67,7.04,0,0
127,10,1,Stan,NO!!,1,1,1,0,0,0
128,10,1,Mr. Connolly,No? Oh really? Perhaps I should ask you again?  How would you like to join the Super Adventure Club?,1,19,4.75,10.53,0,0
129,10,1,Stan,No!,1,1,1,0,0,0
130,10,1,Kyle,"Dude, what are you doing?!",1,5,5,0,0,0
131,10,1,Mr. Connolly,"Oh well, it doesn't work on everybody.  Well, so long then.",1,11,5.5,9.09,0,0
132,10,1,Kyle,Just what the hell is that thing?!,1,7,7,0,0,0
133,10,1,Mr. Connolly,What? What thing? I don't see anything.,1,7,2.33,14.29,0,0
134,10,1,Kyle,HA! I knew it!,1,4,2,0,0,0
135,10,1,Stan,Knew what?,1,2,2,0,0,0
136,10,1,Kyle,The reason Chef has been saying those terrible things about us is because he's been brainwashed! By this- fruity little club!,1,21,10.5,14.29,0,0
137,10,1,Cartman,"Oh, son of a bitch!",1,5,5,0,20,20
138,10,1,Chef,"Come on, children. Let's all go home and make love.",1,10,5,10,0,0
139,10,1,Stan,"You need to see a psychiatrist, Chef. It's for your own good.",1,12,6,8.33,0,0
140,10,1,Chef,I just like to make love up your butt.,1,9,9,0,0,0
141,10,1,Woman,Oh my God!,1,3,3,0,0,0
142,10,1,Nurse,"Mr. Chef, is it?",1,4,4,0,0,0
143,10,1,Kyle,"All right, come on.",1,4,4,0,0,0
144,10,1,Dr. Neeland,"Hello, I'm Dr. Neeland. What can I do for you today?",1,11,5.5,9.09,0,0
145,10,1,Kyle,"Hi, uh- our friend has been brainwashed by some fruity little club.",1,12,12,8.33,0,0
146,10,1,Dr. Neeland,Brainwashed.,1,1,1,100,0,0
147,10,1,Stan,"Yeah, he joined the Super Adventure Club, and they convinced him having sex with children was okay with a little thing that goes whrrrrrr.",1,24,24,16.67,0,0
148,10,1,Dr. Neeland,I thought that club was for hiking and kayaking.,1,9,9,22.22,0,0
149,10,1,Stan,"No, that's the Adventure Club. The Super Adventure Club has sex with children.",1,13,6.5,23.08,0,0
150,10,1,Dr. Neeland,"Oh. ...Oh, that's right, yeah.",1,5,2.5,0,0,0
151,10,1,Chef,"Doctor, do you have- children?",1,5,5,20,0,0
152,10,1,Dr. Neeland,"Why, yes, I have two young boys.",1,7,7,0,0,0
153,10,1,Chef,Have you all been sodomizing your children too?,1,8,8,25,0,0
154,10,1,Dr. Neeland,You say he's never been like this before?,1,8,8,0,0,0
155,10,1,Cartman,"No, Chef has always been super-cool.",1,6,6,16.67,0,0
156,10,1,Chef,I'm gonna make love to the children.,1,7,7,14.29,0,0
157,10,1,Dr. Neeland,He's pretty brainwashed all right. Worst case I've ever seen.,1,10,5,10,0,0
158,10,1,Cartman,So what can we do??,1,5,5,0,0,0
159,10,1,Dr. Neeland,"I'm afraid there's no simple answer. When somebody's brainwashed it can take months, even years, to reverse the process.",1,19,9.5,21.05,0,0
160,10,1,Kyle,"But we don't have years! If Chef keeps this up, he's gonna go to jail forever!",1,16,8,6.25,0,0
161,10,1,Dr. Neeland,"Tell me, what was Chef's favorite thing to do before it was having sex with children?",1,16,16,12.5,0,0
162,10,1,Stan,Having sex with women.,1,4,4,0,0,0
163,10,1,Dr. Neeland,Then that's it. We'd better get your friend to the Peppermint Hippo right away.,1,14,7,7.14,0,0
164,10,1,DJ,"All right guys, be sure to tip the waitresses; this is two for one; put your hands together, this is Monique!",1,21,21,14.29,0,0
165,10,1,Chef,"Aw, come on, children. Let's go home.",1,7,3.5,14.29,0,0
166,10,1,Stan,This isn't working.,1,3,3,33.33,0,0
167,10,1,Dr. Neeland,"Well let's... give it some more time, kids.",1,8,4,0,0,0
168,10,1,Stripper,Would you like to daaance???,1,5,5,20,0,0
169,10,1,Kyle,No thanks. We're trying to unbrainwash our friend.,1,8,4,12.5,0,0
170,10,1,Stripper,Daaance??? Anybody wanna daaance???,1,4,2,75,0,0
171,10,1,Cartman,"Come on, bitch! Dance!",1,4,2,0,25,25
172,10,1,Blonde,"Up yours, fatty.",1,3,3,0,0,0
173,10,1,Cartman,"Bitch, I'll twist your nuts off!",1,6,6,0,16.67,16.67
174,10,1,DJ,"All right guys, help me feel it out to them; we got a featured dancer coming out next; put your hands together for... Spontaneous Bootay!",1,25,12.5,12,0,0
175,10,1,Stan,"Come on guys, we might as well go.",1,8,8,0,0,0
176,10,1,Chef,God-damn!,1,1,1,100,0,0
177,10,1,Stan,"Chef, we're leaving.",1,3,3,33.33,0,0
178,10,1,Dr. Neeland,"Nono, wait. Let him go.",1,5,2.5,0,0,0
179,10,1,Spontaneous Bootay,"Come here, chubby.",1,3,3,0,0,0
180,10,1,Chef,Wait a minute.,1,3,3,0,0,0
181,10,1,Stan,He's remembering.,1,2,2,50,0,0
182,10,1,Chef,Children! What have I done?,1,5,2.5,20,0,0
183,10,1,Cartman,"It's okay Chef. Go on, remember!",1,6,3,16.67,0,0
184,10,1,Chef,I'm goinna- I'm gonna-,1,4,4,0,0,0
185,10,1,Kyle,"Come on, Chef! You can do it!",1,7,3.5,0,0,0
186,10,1,Chef,"I'm gonna make love to you woman, 'gonna lay you down by the fire!",1,14,14,0,0,0
187,10,1,The Boys,Yay!,1,1,1,0,0,0
188,10,1,Kenny,(Chef!),1,1,1,0,0,0
189,10,1,Chef,"Hey children, everybody! I'm back!  Ow.",1,6,2,33.33,0,0
190,10,1,Mr. Connolly,"Great shot, William! Hit him with another.",1,7,3.5,28.57,14.29,14.29
191,10,1,Chef,Oh!,1,1,1,0,0,0
192,10,1,The Boys,Chef!,1,1,1,0,0,0
193,10,1,Mr. Connolly,"Tally ho, lads! I must say you're starting to become quite a thorn in my balls.",1,16,8,6.25,0,0
194,10,1,Stan,Where's Chef?! What have you done with him?!,1,8,4,0,0,0
195,10,1,Mr. Connolly,He's safe.  He's fasting in the Deprivation Room and being read the Super Adventure Club manual. We've got to undo the damage you've done.,1,24,8,12.5,0,0
196,10,1,Cartman,"Look: If you wanna go around the world molesting kids, that's totally fine. But why do you need Chef?!",1,19,9.5,10.53,0,0
197,10,1,Mr. Connolly,"We don't need him, he needs us! Our club offers hope. Do you think we go around the world molesting children just because it feels really really really really good?! No! Our club has a message! And a secret that explains the mysteries of life!",1,45,7.5,13.33,0,0
198,10,1,Stan,"Oh Jesus, here we go.",1,5,5,0,0,0
199,10,1,Mr. Connolly,Very well. I'm now going to tell you the secret of the Super Adventure Club.,1,15,7.5,6.67,0,0
200,10,1,Stan,We don't wanna hear it.,1,5,5,0,0,0
201,10,1,Mr. Connolly,"You see, the Super Adventure Club was founded by the greatest explorer of all time, William P. Phinehas!  Phinehas climbed the highest peaks, tamed the mightiest rivers,  but every time he got somewhere, he realized that other explorers had beat him to it.  Phinehas was depressed, until he realized that if he couldn't be the first to discover places, he could be the first to have sex with the native children that inhabited those areas!  Phinehas quickly went down in history books as the first man to have sex with the Aborigine children at Uluru, and the first explorer to bugger all the underage mountainfolk of Nepal.  But now the most wonderful part. You see, after having sex with all those children, Phinehas realized that... molesting all those kids... had made him immortal.",1,133,14.78,25.56,0,0
202,10,1,Stan,Immortal.,1,1,1,100,0,0
203,10,1,Mr. Connolly,"He discovered that children have things called marlocks in their bodies.  And when an adult has sex with a child, the marlocks implode, feeding the adult receptive cavity with energy that causes immortality, so saith the ruler of Bethos.  Phinehas traveled the world, loving many, many children, and he lived for eternity. Until he was hit by a train in 1892.",1,61,15.25,19.67,1.64,1.64
204,10,1,Kyle,...Do you realize how retarded that sounds?,1,7,7,28.57,0,0
205,10,1,Mr. Connolly,Is it any more retarded than the idea of God sending his son to die for our sins? Is it any more retarded than Buddha sitting beneath a tree for twenty years?,1,32,16,15.63,0,0
206,10,1,Stan,"Yeah, it's way, way more retarded.",1,6,6,16.67,0,0
207,10,1,Mr. Connolly,"Well, now that you know our club secrets, it appears you ... leave us no choice. I'm afraid we're going to have to... ask you to leave.",1,26,6.5,7.69,0,0
208,10,1,Stan,We're not leaving without Chef.,1,5,5,40,0,0
209,10,1,Mr. Connolly,"If you choose not to leave, then I'm afraid we're just going to have to ... call security and make you leave.  You'll be let out by security and it will be super-embarrassing and everyone here will see!  Okay, you know how like, when you want people to leave but they won't leave, it's really frustrating?",1,55,13.75,9.09,0,0
210,10,1,Kyle,We're not going anywhere without Chef.,1,6,6,33.33,0,0
211,10,1,Mr. Connolly,"Cool people leave before they've overstayed their welcome.  You petulant fools! You just had to push it, didn't you? You don't realize who you're dealing with here. Security!  Take these boys to the door.",1,34,5.67,17.65,0,0
212,10,1,Guard 1,"All right, come on kids.",1,5,5,0,0,0
213,10,1,Kyle,No! Hey!,1,2,1,0,0,0
214,10,1,Mr. Connolly,Haha! Look they're being led out by security! Haha!,1,9,3,11.11,0,0
215,10,1,Stan,"No, you don't understand! They've got our friend in the Deprivation Room!",1,12,6,16.67,0,0
216,10,1,Guard 2,This is their house and they don't want you here.,1,10,10,0,0,0
217,10,1,Kyle,"Sorry, dude, but this fruity little club isn't taking our friend!",1,11,11,0,0,0
218,10,1,William,And sex with Eskimo children requires some special skills.,1,9,9,33.33,0,0
219,10,1,Kyle,"Chef, come on!",1,3,3,0,0,0
220,10,1,Chef,Children!,1,1,1,100,0,0
221,10,1,William,Get out of here!,1,4,4,0,0,0
222,10,1,Cartman,Kenny! Spin Blossom Nut Squash!,1,5,2.5,20,0,0
223,10,1,Kenny,(Yeeeeehah!),1,1,1,100,0,0
224,10,1,Stan,"Come on, Chef!",1,3,3,0,0,0
225,10,1,Chef,I can't... break these locks.,1,5,2.5,0,0,0
226,10,1,Kyle,Here!,1,1,1,0,0,0
227,10,1,Cartman,Run Chef!,1,2,2,0,0,0
228,10,1,Mr. Connolly,What the-? Impossible! I made them leave!,1,7,2.33,14.29,0,0
229,10,1,Kyle,Get outside!,1,2,2,50,0,0
230,10,1,Mr. Connolly,Stop them!,1,2,2,0,0,0
231,10,1,Chef,Children! Run!,1,2,1,50,0,0
232,10,1,Mr. Connolly,Stop!,1,1,1,0,0,0
233,10,1,Stan,We made it!,1,3,3,0,0,0
234,10,1,Mr. Connolly,Don't you remember why you left South Park in the first place??,1,12,12,8.33,0,0
235,10,1,Stan,"Chef, come on!",1,3,3,0,0,0
236,10,1,Mr. Connolly,You sought adventure! And why do people seek adventure? Because their lives have become dull and empty!,1,17,5.67,17.65,0,0
237,10,1,Kyle,"Yeah, he wanted adventure! Not a bunch of ridiculous bullcrap! Right Chef?  Chef?",1,13,3.25,23.08,0,0
238,10,1,Mr. Connolly,"Don't forget all your training, Chef! Stay with us and your life will be GRAND and ETERNAL!",1,17,8.5,11.76,0,0
239,10,1,Stan,"Chef, we love you.",1,4,4,0,0,0
240,10,1,Chef,I'm sorry children.,1,3,3,33.33,0,0
241,10,1,Kyle,"No! Chef, they've filled your head with lies! Can't you see that??",1,12,4,0,0,0
242,10,1,Chef,"Get the hell out of here, children!!",1,7,7,14.29,0,0
243,10,1,Mr. Connolly,Yesss. Looks like our fruity little club is safe after all.  NO!,1,12,4,0,0,0
244,10,1,The Boys,Chef!,1,1,1,0,0,0
245,10,1,Chef,Ack.  Ow! Oh! Ah! Oh! Dammit!  Ah- Awww!,1,8,1.14,0,0,0
246,10,1,Stan,NO!,1,1,1,0,0,0
247,10,1,Cartman,A mountain lion!,1,3,3,33.33,0,0
248,10,1,Mr. Connolly,We can't lose another member! Shoot it!,1,7,3.5,14.29,14.29,14.29
249,10,1,Chef,Ah!,1,1,1,0,0,0
250,10,1,Marksman,"All right, this!",1,3,3,0,0,0
251,10,1,Kyle,CHEF!,1,1,1,0,0,0
252,10,1,Cartman,A grizzly bear!,1,3,3,33.33,0,0
253,10,1,Stan,Oh my God... They killed Chef.,1,6,3,0,16.67,16.67
254,10,1,Kyle,You bastards. YOU BASTARDS!,1,4,2,50,0,0
255,10,1,Mr. Connolly,Pity. He would have made an excellent child molester.,1,9,4.5,22.22,0,0
256,10,1,Cartman,"Maybe- maybe he's still okay.  No, really. They say the last thing you do before you die is crap your-",1,20,6.67,0,0,0
257,10,1,Chef,POOOT!,1,1,1,0,0,0
258,10,1,Cartman,Oh never mind.,1,3,3,0,0,0
259,10,1,Stan,"Come on, let's go.",1,4,4,0,0,0
260,10,1,Kyle,"We're all here today because Chef has been such an important part of our lives. A lot of us don't agree with the choices Chef has made in the past few days.  Some of us... feel hurt... and confused that he seemed to turn his back on us.  But we can't let the events of the last week take away the memories of how much Chef made us smile.  I'm gonna remember Chef as the jolly old guy who always broke into song.  I'm gonna remember Chef... as the guy who gave us advice to live by.  So you see, we shouldn't be mad at Chef for leaving us. We should be mad at that little fruity club for scrambling his brains.",1,122,11.09,8.2,0,0
261,10,1,Randy,Yeah.,1,1,1,0,0,0
262,10,1,Mr. Mackey,He's right.,1,2,2,0,0,0
263,10,1,Kyle,"And in the end, I know that somewhere out there... there's the good part of Chef... that's still alive in us all.",1,22,7.33,4.55,0,0
264,10,1,Mr. Connolly,Is it working? Is it working?,1,6,3,33.33,0,0
265,10,1,Tech,Yes. We've got a pulse!,1,5,2.5,0,0,0
266,10,1,Mr. Connolly,"Get him in the ICU suit! Hurry!  We have done it! Good! Raise him up!  Chef, can you hear me? Say something.",1,22,3.14,4.55,0,0
267,10,1,Darth Chef,"Hello there, children. How would you like some Salisbury steak?",1,10,5,20,0,0
268,10,1,Mr. Connolly,"Yes, go on.",1,3,3,0,0,0
269,10,1,Darth Chef,"And for desert, how would you children like to suck on my chocolate salty balls?",1,15,15,13.33,0,0
270,10,1,Mr. Connolly,Oh? You mean like a chocolate candy?,1,7,3.5,14.29,0,0
271,10,1,Darth Chef,"No, I mean my balls.",1,5,5,0,0,0
272,10,1,Mr. Connolly,"Yes, YES! Hahahahahahaaa!",1,3,1.5,33.33,0,0
273,10,2,Gerald,"Hey there, Richard!",1,3,3,33.33,0,0
274,10,2,Richard,"Oh, hey Gerald. New car?",1,5,2.5,0,0,0
275,10,2,Gerald,Yeah. It's a hybrid. I just... I just couldn't sit back and-  be a part of destroying the earth anymore.,1,20,5,15,0,0
276,10,2,Richard,Well... Good for you.,1,4,2,0,0,0
277,10,2,Gerald,Oho...  Thanks.,1,2,1,0,0,0
278,10,2,Stephen,"Well, there goes the new high-and-mighty Gerald Broflovski.",1,8,8,25,0,0
279,10,2,Mrs. Garrison,"Yeah, ever since he got that new hybrid he thinks he's better than everyone else.",1,15,15,6.67,0,0
280,10,2,Gerald,"You know, the emissions from a vehicle like yours causes irreparable damage to the ozone. I drive a hybrid; it's much better for the environment.  Thanks.",1,26,8.67,15.38,0,0
281,10,2,Kyle,"Dad, can we go home? All you ever do since you got this car is drive around and show it off!",1,21,10.5,0,0,0
282,10,2,Driver,"Hey, is that a hybrid?",1,5,5,0,0,0
283,10,2,Gerald,"Oh yes. You've got one too, I see.",1,8,4,0,0,0
284,10,2,Driver,"Yeah, I like to be a part of the solution and not part of the problem. Well, anyway,  good for you!",1,21,10.5,9.52,0,0
285,10,2,Gerald,Thanks.,1,1,1,0,0,0
286,10,2,Kyle,"Dad, I think Ike is starving to death.",1,8,8,12.5,0,0
287,10,2,Gerald,"Hold on, boys. We still have to go to the hardware store, and hand out awareness citations to SUV cars in the parking lot.",1,24,12,16.67,0,0
288,10,2,Kyle,What?!,1,1,1,0,0,0
289,10,2,Gerald,"Okay, there's another one.  Aw, man! Look at that!  Can you believe this?! An SUV with a V8 engine, makes me sick!  ""Ticket for driving a gas-guzzler""",1,27,4.5,14.81,0,0
290,10,2,Kyle,"Dad, can we go home, please?",1,6,6,0,0,0
291,10,2,Gerald,"Look, there's a Jeep over there! Go write them a ticket, Kyle!",1,12,6,0,0,0
292,10,2,Kyle,"But Dad, I want-",1,4,4,0,0,0
293,10,2,Gerald,"NOW, KYLE!",1,2,2,0,0,0
294,10,2,Stan,Oh hey Kyle.,1,3,3,0,0,0
295,10,2,Kyle,"Aw, hey dude. What are you doing here?",1,8,4,0,0,0
296,10,2,Stan,Helping my Dad pick out some cool new power tools. What are you doing?,1,14,7,7.14,0,0
297,10,2,Kyle,Helping my Dad give people fake tickets.,1,7,7,28.57,0,0
298,10,2,Randy,What's this?,1,2,2,0,0,0
299,10,2,Gerald,Oh! Sorry Randy. Looks like you got a ticket.,1,9,3,0,0,0
300,10,2,Randy,"A ticket? ""Failure to care about the environment"" Oh Goddammit, did you do this, Gerald?!",1,15,7.5,20,0,0
301,10,2,Gerald,"Yeah. I'm just, you know, trying to make people more aware ya' know, it's a-",1,15,7.5,0,0,0
302,10,2,Randy,"You got some nerve, you know that?! Where do you come off ticketing people?!",1,14,7,7.14,0,0
303,10,2,Gerald,"Well, Randy, calm down. It's not a real ticket.",1,9,4.5,0,0,0
304,10,2,Randy,I know it's not a real ticket!!,1,7,7,0,0,0
305,10,2,Jimbo,"Broflovski, did you put this crap on my windshield?!",1,9,9,22.22,0,0
