Season,Episode,Time_Stamp,Dialogue,NRC_Sentiment,AFINN_Sentiment,AFINN_Sentiment_Score,BING_Sentiment,Segment,HighControversial,MediumControversial,LowControversial
9,1,00:01:01,"Or ten years, I don't know-- there's no clock there!",anticipation,Negative,-1,Neutral,1,0,0,10
9,1,00:01:03,You stink when you come out of there.,"disgust,negative",Neutral,0,Negative,1,0,0,0
9,1,00:02:57,"Dad, are we almost there?",Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:02:59,"Yeah. According to the map, we're pretty close.","anticipation,joy,positive,trust",Positive,2,Positive,1,0,0,12.5
9,1,00:03:03,"Peter, look!",Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:04:00,"My God, this is absolutely beautiful.","anticipation,fear,joy,positive,trust",Positive,4,Positive,1,0,0,0
9,1,00:04:04,I bet Jeff Probst has a house like this.,Neutral,Positive,2,Positive,1,0,0,11.11
9,1,00:04:10,Joe? Peter?,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:04:12,What the hell are you guys doing here?,"anger,disgust,fear,negative,sadness",Negative,-12,Negative,1,0,0,12.5
9,1,00:04:14,"Well, we got an invitation to a dinner in my honor.","anticipation,positive,trust",Positive,2,Positive,1,0,0,0
9,1,00:04:17,I assumed it was for all those arrests I made last month.,Neutral,Negative,-2,Neutral,1,0,0,8.33
9,1,00:04:20,That's weird. My invitation said it was in  my honor.,"anticipation,disgust,negative,positive,trust",Neutral,0,Negative,1,0,0,0
9,1,00:04:25,"I assumed it was for being able to fart the alphabet, which I almost did till I pooped on the S.",Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:04:29,"Oh, well. Everybody on the bus was upset long before that anyway.","anger,anticipation,negative,sadness",Negative,-2,Positive,1,0,0,8.33
9,1,00:04:32,What the...,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:04:36,Derek and Jillian?,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:04:38,"Wow! Hi, Brian!",Neutral,Positive,4,Positive,1,0,0,0
9,1,00:04:39,"Hey, kiddo.",Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:04:41,What-- what are you guys doing here?,Neutral,Neutral,0,Neutral,1,0,0,14.29
9,1,00:04:44,I got a card that says they're throwing a dinner in my honer.,positive,Neutral,0,Neutral,1,0,0,0
9,1,00:04:46,"Wait a minute, what the hell's going on here?","anticipation,negative",Neutral,0,Neutral,1,0,0,11.11
9,1,00:04:47,Everybody got the same invitation?,"anticipation,positive",Neutral,0,Neutral,1,0,0,0
9,1,00:04:49,"Muriel, if you're not gonna eat your half of the cheeseburger,",positive,Neutral,0,Neutral,1,0,0,9.09
9,1,00:04:52,"I'll see if they have a freezer, so I can keep it nice.","anger,disgust,fear,negative,sadness",Positive,3,Positive,1,0,0,0
9,1,00:04:55,I'm gonna walk around; I think my vagina's asleep.,Neutral,Neutral,0,Neutral,1,0,0,11.11
9,1,00:05:05,Oh. Hey. Uh...,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:05:08,Didn't think I'd see anyone I knew here.,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:05:10,"This, uh, this is Stephanie.",Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:05:13,"Hi, everybody! Oh, my gosh!",Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:05:15,I never thought I'd meet Glenn's friends!,anticipation,Neutral,0,Neutral,1,0,0,28.57
9,1,00:05:17,"Yeah, I figured, why not?",Neutral,Positive,1,Neutral,1,0,0,0
9,1,00:05:19,"You know, you-- we-- you and I see each other from time to time.",anticipation,Neutral,0,Neutral,1,0,0,14.29
9,1,00:05:22,"Oh, my God, we, like, never see each other! This guy!","anticipation,fear,joy,positive,trust",Positive,3,Positive,1,0,0,9.09
9,1,00:05:26,"You, like, disappear for a month, and then you call me?!",fear,Positive,1,Positive,1,0,0,18.18
9,1,00:05:29,So silly!,"joy,negative",Negative,-1,Negative,1,0,0,0
9,1,00:05:30,You're lucky I like you so much.,"joy,positive,surprise",Positive,5,Positive,1,0,0,0
9,1,00:05:33,"Okay, why don't you go ahead and take the bags in.",positive,Neutral,0,Neutral,1,0,0,0
9,1,00:05:36,"Wow, it-- it looks like the whole town got invited.",Neutral,Positive,6,Positive,1,0,0,0
9,1,00:06:12,Mr. Peter.,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:06:14,Mr. Joe.,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:06:15,Mr. Bonnie.,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:06:17,She doesn't know what Mr. means.,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:06:19,Mr. Mort.,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:06:20,Mr. Muriel.,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:06:22,Mayor West Mr.,positive,Neutral,0,Neutral,1,0,0,0
9,1,00:06:24,"Oh, my God, seriously.","anticipation,fear,joy,positive,trust",Positive,1,Neutral,1,0,0,0
9,1,00:06:25,"If you will all please follow me to third floor,",Neutral,Positive,1,Neutral,1,0,0,10
9,1,00:06:28,I show you to your rooms.,trust,Neutral,0,Neutral,1,0,0,0
9,1,00:06:30,You are all expected for dinner at 8:00.,"anticipation,positive",Neutral,0,Neutral,1,0,0,0
9,1,00:06:34,"Oh, good! I'm starved!","anticipation,joy,negative,positive,surprise,trust",Positive,1,Positive,1,0,0,0
9,1,00:06:35,"Settle down, will ya?",Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:06:57,None of this makes any sense.,positive,Neutral,0,Neutral,1,0,0,16.67
9,1,00:07:03,"Everyone got invitations from an anonymous source for a dinner in their honor, when that's clearly not the case.","fear,negative,positive,sadness,trust",Positive,3,Positive,1,0,5.26,0
9,1,00:07:05,"Now we're here, where the hell's our host?",Neutral,Neutral,0,Neutral,1,0,0,12.5
9,1,00:07:07,"Well, at least you all had eveningwear provided for you.",Neutral,Neutral,0,Positive,1,0,0,0
9,1,00:07:09,I thought this was going to be a lawn party.,anticipation,Neutral,0,Neutral,1,0,0,10
9,1,00:07:11,I don't have one pair of long pants.,anticipation,Neutral,0,Neutral,1,0,0,0
9,1,00:07:13,"Boy, it's kinda awkward seeing Jillian here with Derek.",Neutral,Negative,-2,Negative,1,0,0,11.11
9,1,00:07:16,I wonder if she's thinking about me.,Neutral,Neutral,0,Positive,1,0,0,14.29
9,1,00:07:18,"I don't know, are you a pony or the color blue?",sadness,Neutral,0,Neutral,1,0,0,9.09
9,1,00:07:22,"Derek, look!",Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:07:23,"Ha, how do you like that?",Neutral,Positive,4,Positive,1,0,0,0
9,1,00:07:25,Have you guys ever seen Jim Henson's  Labyrinth ?,"anticipation,negative",Neutral,0,Neutral,1,0,0,12.5
9,1,00:07:28,No. Have you ever seen the Channel Five news?,Neutral,Negative,-1,Neutral,1,11.11,0,0
9,1,00:07:30,No.,Neutral,Negative,-1,Neutral,1,0,0,0
9,1,00:07:31,"Uh, Labyrinth has teenage Jennifer Connelly.","anticipation,negative",Neutral,0,Neutral,1,0,0,0
9,1,00:07:34,Channel Five news has file footage of pills being sorted.,Neutral,Neutral,0,Neutral,1,10,0,0
9,1,00:07:39,"Some people think Jennifer Connelly's old now, and that her hands look like two bags of snakes.",Neutral,Positive,2,Positive,1,0,0,5.88
9,1,00:07:41,I think that's bogus.,"anger,disgust,negative",Neutral,0,Negative,1,0,0,0
9,1,00:07:43,I don't think we have much in common.,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:07:44,"Good heavens, Meg, you're sprouting up like a weed!","anticipation,joy,positive,surprise,trust",Positive,5,Positive,1,0,0,0
9,1,00:07:47,"I know, she's growing every day.",Neutral,Positive,1,Neutral,1,0,0,16.67
9,1,00:07:49,"Meg, you remember Dr. Hartman.",Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:07:51,Of course she does! I performed her very first pelvic exam!,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:07:54,Unless I'm confusing you with someone else.,Neutral,Negative,-2,Negative,1,0,0,0
9,1,00:07:57,Nope. That was... that was you.,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:08:10,"Good evening, everyone.","anticipation,joy,positive,surprise,trust",Positive,6,Positive,1,0,0,33.33
9,1,00:08:12,James Woods!,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:08:16,Thank you for joining me at my humble manor.,"disgust,negative,positive,sadness",Positive,2,Positive,1,0,0,0
9,1,00:08:18,"I'd like to introduce you to my lovely companion, Pricilla.","anticipation,joy,positive,sadness,surprise,trust",Positive,5,Positive,1,0,0,0
9,1,00:08:22,Nice to meet you all.,Neutral,Positive,6,Positive,1,0,0,0
9,1,00:08:23,Who's he?,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:08:24,James Woods.,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:08:25,"Oh, I thought he was a shark.","anticipation,negative",Neutral,0,Negative,1,0,0,14.29
9,1,00:08:27,"No, he was a on a show called Shark.","negative,trust",Negative,-1,Negative,1,0,0,0
9,1,00:08:29,But he's made of wood?,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:08:31,"No, his last name is Woods, but he's not made of wood.",Neutral,Negative,-1,Neutral,1,0,0,0
9,1,00:08:33,Nobody is.,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:08:36,"This truly is a night to celebrate, especially for me.",Neutral,Positive,3,Positive,1,0,0,10
9,1,00:08:41,"Hey, what's going on here, Woods?",Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:08:42,The invitation said this was a dinner in my honor.,"anticipation,positive,trust",Positive,2,Positive,1,0,0,0
9,1,00:08:45,"That's what mine said, too.",Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:08:46,"Yeah, me, too! Mine, too. Same here!",Neutral,Positive,1,Neutral,1,0,0,0
9,1,00:08:48,Where's the food?,"joy,positive,trust",Neutral,0,Neutral,1,0,0,0
9,1,00:08:49,"Well, actually, this dinner honors all of you.",positive,Neutral,0,Positive,1,0,0,0
9,1,00:08:52,Where should I begin?,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:08:54,"You see, recently I've become a born-again Christian.",Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:08:57,Thanks to this beautiful little angel.,"anticipation,joy,positive,surprise,trust",Positive,5,Positive,1,0,0,0
9,1,00:09:08,"She came into my life as if out of nowhere, enchanted me beyond my wildest dreams, and opened my eyes to the cleansing truth of Jesus Christ's love.","joy,positive,trust",Positive,7,Positive,1,0,0,0
9,1,00:09:10,"No, honey, it was always within you.",positive,Negative,-1,Neutral,1,0,0,0
9,1,00:09:12,I just helped you find it.,Neutral,Neutral,0,Positive,1,0,0,0
9,1,00:09:14,Um... what does all this gay stuff have to do with us?,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:09:19,"Well, the fact of the matter is, I have wronged each and every one of you in some way.",trust,Negative,-1,Positive,1,0,0,5.26
9,1,00:09:22,"And, since I am a man of God now, I am truly repentant.","anticipation,fear,joy,positive,trust",Positive,1,Neutral,1,0,0,0
9,1,00:09:26,"So, I invited you all here to make amends.",positive,Neutral,0,Neutral,1,0,0,11.11
9,1,00:09:29,And why the hell should we trust you?,"anger,disgust,fear,negative,sadness,trust",Negative,-3,Negative,1,0,0,0
9,1,00:09:31,"Yeah, you've been terrorizing our family for years.",Neutral,Positive,1,Neutral,1,0,12.5,12.5
9,1,00:09:36,"I understand that there is some healing to do here tonight, and I am prepared to be patient.","anticipation,joy,positive,trust",Positive,1,Positive,1,0,0,0
9,1,00:09:39,"Please, won't you just give me a chance?","anticipation,surprise",Positive,3,Neutral,1,0,0,0
9,1,00:09:42,And I promise you won't be disappointed.,"anger,anticipation,disgust,joy,negative,positive,sadness,trust",Negative,-1,Positive,1,0,0,0
9,1,00:09:44,"Now, if you'll excuse me, I'll just go check on dinner.","anger,disgust,fear,negative,positive,sadness",Negative,-1,Negative,1,0,0,0
9,1,00:09:47,"Oh, I'll help you, sweetheart.","anger,anticipation,disgust,fear,joy,negative,positive,sadness,trust",Positive,2,Positive,1,0,0,0
9,1,00:09:52,This is all very strange.,Neutral,Negative,-1,Negative,1,0,0,0
9,1,00:09:54,I agree. Something's not right.,positive,Positive,1,Positive,1,0,0,0
9,1,00:09:56,"I don't know, maybe we should give him a chance.",surprise,Positive,2,Neutral,1,0,0,0
9,1,00:09:58,Maybe he really is born again.,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:10:00,"Well, he could be.",Neutral,Neutral,0,Positive,1,0,0,0
9,1,00:10:02,It all depends on what his astrological sign is.,Neutral,Neutral,0,Neutral,1,0,0,11.11
9,1,00:10:04,Shut up. Shut up. Shut up. Shut up. Shut up.,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:10:07,I'm very intuitive with these things.,positive,Neutral,0,Positive,1,0,0,16.67
9,1,00:10:09,"Maybe if I sit in his chair, I can get a reading on his energy.",positive,Neutral,0,Neutral,1,0,0,6.67
9,1,00:10:12,"I mean, if he's an Aquarius, a rebirth would not be unexpected.","anticipation,fear,joy,negative,positive,surprise",Neutral,0,Negative,1,0,0,0
9,1,00:10:15,"That's enough, Stephanie.",Neutral,Neutral,0,Positive,1,0,0,0
9,1,00:10:17,"You know, it's like when I did Glenn's star chart...","anticipation,joy,positive,trust",Positive,2,Positive,1,0,0,0
9,1,00:10:24,Did the-- did the cork hit me?,"anger,negative",Neutral,0,Neutral,1,0,0,0
9,1,00:10:32,My God. She's dead.,"anticipation,fear,joy,positive,trust",Negative,-2,Negative,1,0,0,0
9,1,00:10:34,She's been shot!,"anger,fear,negative,sadness,surprise",Neutral,0,Neutral,1,0,33.33,0
9,1,00:10:39,I can't help feeling this would be sadder if she wasn't heavy.,"anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust",Positive,3,Neutral,1,0,0,16.67
9,1,00:10:46,"Oh, my God. It was him!","anticipation,fear,joy,positive,trust",Positive,1,Neutral,1,0,0,0
9,1,00:10:48,It was James Woods! He killed Stephanie!,Neutral,Negative,-3,Negative,1,0,0,0
9,1,00:10:51,"Jeez, I knew he was crazy, but I didn't think he was a murderer!","anger,disgust,fear,negative,sadness",Negative,-4,Negative,1,0,0,0
9,1,00:10:54,"Oh, he must've brought us here to kill us all!","fear,negative,sadness",Negative,-3,Negative,1,0,0,0
9,1,00:10:57,Run! Run for your lives!,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:11:02,Quick! We got to get out of here!,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:11:08,"Come on, get in the car!",Neutral,Neutral,0,Neutral,1,0,0,16.67
9,1,00:11:28,"Oh, my God, Peter, back it up!","anticipation,fear,joy,positive,trust",Positive,1,Neutral,1,0,0,0
9,1,00:11:29,"Oh, really, Lois?",Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:11:31,I thought I might drive forward.,"anticipation,positive",Neutral,0,Neutral,1,0,0,33.33
9,1,00:11:32,I thought that-that might be a fun thing to do.,"anticipation,joy,positive",Positive,4,Positive,1,0,0,30
9,1,00:11:34,Stop fighting!,"anger,negative",Negative,-1,Neutral,1,50,0,0
9,1,00:11:40,"Oh, my God! Quick, Peter, get in the back!","anticipation,fear,joy,positive,trust",Positive,1,Neutral,1,0,0,0
9,1,00:11:53,"Oh, thank God. We made it.","anticipation,fear,joy,positive,trust",Positive,3,Positive,1,0,0,0
9,1,00:11:55,Oh! Aah!,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:11:57,Ow! My neck!,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:11:58,"You backed into me, and-and now... Oh!",Neutral,Positive,1,Neutral,1,0,0,0
9,1,00:12:00,Your back!,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:12:02,"And my back! My back, yes! Oh!",Neutral,Positive,1,Neutral,1,0,0,0
9,1,00:12:09,"All right, it looks like we're stuck here.",Neutral,Neutral,0,Positive,1,0,0,0
9,1,00:12:11,"Storm has flooded the causeway, and the bridge is destroyed.","anger,fear,negative,sadness",Negative,-3,Neutral,1,0,0,0
9,1,00:12:14,"For the moment, there's no way out.",Neutral,Negative,-1,Neutral,1,0,0,14.29
9,1,00:12:17,No Way Out. Great film.,Neutral,Positive,2,Positive,1,0,0,0
9,1,00:12:18,Sean Young naked in the limo?,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:12:20,What are we gonna do?,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:12:22,We can't just stay here with James Woods lurking somewhere in the house!,negative,Negative,-1,Negative,1,0,0,15.38
9,1,00:12:24,"All right, does anyone have a cell phone?",Neutral,Neutral,0,Positive,1,0,0,0
9,1,00:12:27,I'm not getting any reception!,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:12:29,Me neither! No bars!,Neutral,Negative,-1,Neutral,1,0,0,0
9,1,00:12:31,It's all right.,Neutral,Neutral,0,Positive,1,0,0,0
9,1,00:12:32,I'll put a message in a bottle.,"anger,disgust,fear,negative,sadness",Neutral,0,Neutral,1,0,0,14.29
9,1,00:12:37,Now... we wait.,"anticipation,negative",Neutral,0,Neutral,1,0,0,33.33
9,1,00:12:40,"Look, he's got a land line we can use!",positive,Neutral,0,Neutral,1,11.11,0,11.11
9,1,00:12:42,"Oh, no. You know, I wouldn't feel right about that.",Neutral,Negative,-1,Positive,1,0,0,10
9,1,00:12:44,"We're guests, and it's long distance.",anticipation,Neutral,0,Neutral,1,0,0,0
9,1,00:12:46,Doesn't matter.,Neutral,Positive,1,Neutral,1,0,0,50
9,1,00:12:47,The line's dead.,fear,Negative,-3,Negative,1,0,0,0
9,1,00:12:52,"Whoa, whoa, whoa, all right.",Neutral,Neutral,0,Positive,1,0,0,0
9,1,00:12:56,"Look, everybody but Chris, just keep your pants on and let's figure a way out of this.",Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:12:58,He's right. We just got to stay calm.,positive,Positive,2,Positive,1,0,0,12.5
9,1,00:13:00,With a killer in the house?!,Neutral,Neutral,0,Negative,1,0,0,16.67
9,1,00:13:01,Killer in the house...!,Neutral,Neutral,0,Negative,1,0,0,25
9,1,00:13:03,"Hey, guys, has anybody seen James?",Neutral,Neutral,0,Neutral,1,0,0,16.67
9,1,00:13:05,"Sweetheart, you may want to sit down for this.","anticipation,joy,positive,sadness,trust",Positive,1,Positive,1,0,0,0
9,1,00:13:07,Who want little tiny tacos?,Neutral,Positive,1,Neutral,1,0,0,0
9,1,00:13:10,"Ooh, little taco. I'll have one of those.","anger,disgust,fear,negative,sadness",Neutral,0,Neutral,1,0,0,0
9,1,00:13:12,It's him!,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:13:14,Sorry I took so long.,anticipation,Negative,-1,Negative,1,0,0,0
9,1,00:13:16,"I was going to the bathroom, and I just couldn't stop looking at my penis,",Neutral,Negative,-1,Neutral,1,0,0,0
9,1,00:13:19,"'cause it's, you know, so fantastic.",Neutral,Positive,4,Positive,1,0,0,0
9,1,00:13:20,"You're a monster... Yeah, I heard it's fantastic.","fear,negative",Positive,5,Negative,1,0,0,0
9,1,00:13:22,"You're a monster, James Woods!","fear,negative",Neutral,0,Negative,1,0,0,0
9,1,00:13:23,You think you can just commit murder and get away with it?!,"anger,disgust,fear,negative,sadness,surprise",Negative,-1,Negative,1,8.33,0,0
9,1,00:13:26,Quagmire loved that girl!,"disgust,negative",Positive,3,Positive,1,0,0,25
9,1,00:13:27,Easy.,Neutral,Positive,2,Positive,1,0,0,0
9,1,00:13:28,Murder?,"anger,disgust,fear,negative,sadness,surprise",Negative,-2,Negative,1,100,0,0
9,1,00:13:29,Wha-What are you talking about?,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:13:31,"You're going away for a long time, pal.",anticipation,Neutral,0,Neutral,1,0,0,12.5
9,1,00:13:33,"Jimmy, what does he mean?",Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:13:34,"Look, I honestly don't know what's going on here.",Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:13:36,"Oh, really?",Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:13:39,"Well, maybe that dead pile of cookie dough in the next room will refresh your memory.",Neutral,Negative,-3,Positive,1,0,0,0
9,1,00:13:41,What do you mean?,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:13:42,There's nothing in the next room.,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:13:50,It's gone!,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:13:52,"Where is she, Woods? What'd you do with the body?",Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:13:54,What body?,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:13:55,"You know, maybe she wasn't dead.",Neutral,Negative,-3,Negative,1,0,0,0
9,1,00:13:57,"I'll admit it, I'm-I'm not great with that stuff sometimes.","anger,disgust,fear,negative,sadness",Positive,2,Positive,1,0,0,0
9,1,00:14:01,"All right, I don't know what's happening here, but look, I'm a lot of things.",Neutral,Neutral,0,Positive,1,0,0,13.33
9,1,00:14:08,"A member of Mensa, a huge hit with the ladies, someone who, you know, would have broken out bigger if he weren't so impossible to work with.","anger,fear,negative,sadness",Neutral,0,Negative,1,0,0,0
9,1,00:14:09,Right. But a murderer?,"anger,disgust,fear,negative,sadness",Negative,-2,Positive,1,0,0,0
9,1,00:14:11,I only just found God.,"anticipation,fear,joy,positive,trust",Positive,1,Neutral,1,0,0,0
9,1,00:14:13,Why would I jeopardize my entrance into heaven?,"anger,fear,negative",Positive,2,Negative,1,0,0,0
9,1,00:14:17,"If I were you, I'd keep your mouth shut till you talk to a lawyer.","anger,disgust,fear,negative,positive,surprise",Neutral,0,Neutral,1,0,0,0
9,1,00:14:18,I didn't kill anybody!,"fear,negative,sadness",Negative,-3,Negative,1,0,0,0
9,1,00:14:23,Oh my God.,"anticipation,fear,joy,positive,trust",Positive,2,Neutral,1,0,0,0
9,1,00:14:24,Is this what black people see all the time?,anticipation,Neutral,0,Neutral,1,0,0,11.11
9,1,00:14:32,Look!,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:14:38,He's dead.,Neutral,Negative,-18,Negative,1,0,0,0
9,1,00:14:39,"Oh, my God!","anticipation,fear,joy,positive,trust",Positive,1,Neutral,1,0,0,0
9,1,00:14:41,Nice.,Neutral,Positive,15,Positive,1,0,0,0
9,1,00:14:42,Nobody touch the knife!,Neutral,Neutral,0,Negative,1,0,0,0
9,1,00:14:43,There could be fingerprints on it.,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:14:47,"So James Woods murdered Stephanie, and then he murdered himself.",Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:14:49,Criss-cross.,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:14:50,"No, Peter. Don't you see?",Neutral,Negative,-1,Neutral,1,0,0,0
9,1,00:14:52,"He didn't kill himself, and he didn't kill Stephanie.","fear,negative,sadness",Negative,-6,Negative,1,0,0,0
9,1,00:14:54,What are you saying?,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:14:56,"I'm saying, James Woods isn't the murderer.","anger,disgust,fear,negative,sadness",Negative,-2,Negative,1,0,0,0
9,1,00:15:00,The murderer... is one of us!,"anger,disgust,fear,negative,sadness",Negative,-2,Negative,1,0,0,0
9,1,00:15:04,And someone ate the last goat cheese tartlet.,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:15:08,Now I hope I die next.,"anticipation,fear,joy,negative,positive,sadness,surprise,trust",Negative,-1,Negative,1,0,0,0
9,1,00:15:19,"Okay, everyone, it's important that we all stay calm.","positive,trust",Positive,4,Positive,1,0,0,11.11
9,1,00:15:21,How are we supposed to stay calm?!,positive,Positive,2,Positive,1,0,0,14.29
9,1,00:15:23,There's a killer in the room!,Neutral,Neutral,0,Negative,1,0,0,0
9,1,00:15:24,We all got to get out of here!,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:15:26,We're all gonna die!,"fear,negative,sadness",Negative,-15,Negative,1,0,0,0
9,1,00:15:27,"Mr. Mayor, pull yourself together!",positive,Neutral,0,Neutral,1,0,0,0
9,1,00:15:30,"Wait a minute. Joe, look!","anticipation,negative",Neutral,0,Neutral,1,0,0,20
9,1,00:15:43,"Oh, my God.","anticipation,fear,joy,positive,trust",Positive,1,Neutral,1,0,0,0
9,1,00:15:44,Stephanie was an accident.,"fear,negative,sadness,surprise",Negative,-2,Neutral,1,0,0,0
9,1,00:15:46,That's a way of putting it.,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:15:48,"What do you mean, Joe?",Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:15:52,"This gun was timed to fire directly at that chair, where James Woods would have been sitting.","anger,fear,negative",Negative,-3,Neutral,1,5.88,0,0
9,1,00:15:56,"But he left, and Stephanie was in the wrong place at the wrong time.","anticipation,negative",Negative,-4,Negative,1,0,0,7.14
9,1,00:15:59,"So whoever the murderer is, they were after James Woods, not Stephanie.","anger,disgust,fear,negative,sadness",Negative,-2,Negative,1,0,0,0
9,1,00:16:04,"The question is, who here wanted James Woods dead?",positive,Negative,-3,Negative,1,0,0,0
9,1,00:16:13,Let's look around and see if we can find any more clues.,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:16:24,"Oh, my God.","anticipation,fear,joy,positive,trust",Positive,1,Neutral,1,0,0,0
9,1,00:16:30,"Brian, I feel like everyone's wondering why I'm wearing shorts.",Neutral,Positive,2,Positive,1,0,0,10
9,1,00:16:31,Nobody's even looking at you.,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:16:32,That's what I mean.,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:16:35,The fact that no one has said anything makes it even more obvious that everyone has noticed.,"positive,trust",Negative,-1,Neutral,1,0,0,5.88
9,1,00:16:37,"Brian, look what I found!","joy,positive,trust",Neutral,0,Neutral,1,0,0,0
9,1,00:16:39,Check it out!,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:16:40,I'm a robot from outer space!,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:16:42,Hang on. I'm coming down.,anticipation,Neutral,0,Negative,1,0,0,0
9,1,00:16:43,"Go, go, gadget skis!",Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:16:50,Uh-oh.,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:16:55,"All right, since it's my fault that Joe got knocked out, it is now my responsibility to take over the investigation.","anticipation,negative,sadness",Neutral,0,Positive,1,4.76,0,0
9,1,00:16:58,I-I don't know if that actually follows.,Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:17:00,"Oh, it does follow, Brian.",Neutral,Neutral,0,Neutral,1,0,0,0
9,1,00:17:02,Because I'm the one with the giant magnifying glass.,fear,Neutral,0,Neutral,1,0,0,0
9,1,00:17:05,Is my eye big? Yeah.,Neutral,Positive,2,Neutral,1,0,0,0
9,1,00:17:06,Good.,"anticipation,joy,positive,surprise,trust",Positive,1,Positive,1,0,0,0
9,1,00:17:08,Good. That means progress.,"anticipation,joy,positive,surprise,trust",Positive,5,Positive,1,25,0,0
9,1,00:17:09,"All right, let's-let's figure out what we know here.",Neutral,Neutral,0,Positive,1,0,0,0
9,1,00:17:13,"The gun was clearly meant to kill James Woods, but Stephanie got in the way.","anger,fear,negative,sadness",Negative,-3,Positive,1,6.67,0,0
9,1,00:17:17,So the murderer had to improvise and finish the job by stabbing him.,"anger,anticipation,disgust,fear,negative,positive,sadness,surprise",Negative,-2,Negative,1,7.69,0,7.69
9,1,00:17:19,Now who here had a motive for wanting James Woods dead?,"negative,positive,sadness",Negative,-3,Negative,1,0,0,0
