Season,Episode,Time_Stamp,Dialogue,NRC_Sentiment,AFINN_Sentiment,AFINN_Sentiment_Score,BING_Sentiment,Segment,HighControversial,MediumControversial,LowControversial
3,1,00:02:19,Nothing's happening. Nothing's happening.,Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:02:23,Something about a map.,Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:02:25,Nothing's happening.,Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:02:27,It's over. A lot of people in the audience look pissed.,anticipation,Negative,-4,Neutral,1,0,0,9.09
3,1,00:02:36,"Now, remember, Chris, we have to work together so that our steps...",Neutral,Neutral,0,Positive,1,0,0,0
3,1,00:02:46,This is my favourite event: Catch the greased-up deaf guy.,surprise,Neutral,0,Negative,1,0,0,10
3,1,00:02:49,Go!,Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:02:51,You're never gonna catch me! You're wastin' your time!,"anticipation,surprise",Neutral,0,Neutral,1,0,0,11.11
3,1,00:02:55,Forget about it! Go do somethin' else!,negative,Negative,-1,Neutral,1,0,0,0
3,1,00:02:58,See y'all next year!,Neutral,Neutral,0,Neutral,1,0,0,20
3,1,00:03:03,King me.,positive,Neutral,0,Neutral,1,0,0,0
3,1,00:03:03,I don't want to play any more.,Neutral,Positive,1,Neutral,1,0,0,14.29
3,1,00:03:07,"The pain. I can't live like this, Brian.","fear,negative,sadness",Neutral,0,Negative,1,0,0,0
3,1,00:03:10,I need you to pull the plug.,positive,Neutral,0,Neutral,1,0,0,0
3,1,00:03:14,I-I can't. I...,Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:03:16,Be my angel and set me free.,"anticipation,joy,positive,surprise,trust",Positive,1,Positive,1,0,0,14.29
3,1,00:03:19,Please.,Neutral,Positive,7,Neutral,1,0,0,0
3,1,00:03:29,"Oh, my God! You were really gonna do it!","anticipation,fear,joy,positive,trust",Positive,1,Neutral,1,0,0,0
3,1,00:03:31,I... But... You...,Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:03:33,Nurse! This dog is trying to kill me! Nurse!,"fear,negative,positive,sadness,trust",Negative,-3,Negative,1,0,0,0
3,1,00:03:36,"You are twisted, lady. You hear me? You are screwed up in the head.","anger,negative",Negative,-2,Negative,1,0,0,0
3,1,00:03:43,The winner of our final contest will receive a very special prize.,"anticipation,joy,positive,surprise",Positive,4,Positive,1,0,0,16.67
3,1,00:03:47,A week's paid vacation!,"anticipation,joy,positive",Neutral,0,Neutral,1,0,0,0
3,1,00:03:50,"Did you hear that? Oh, God, please let it be a fart contest.","anticipation,fear,joy,positive,trust",Positive,2,Neutral,1,0,0,0
3,1,00:03:54,These are tranquilliser darts.,Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:03:57,I have enough here to take down Robert Downey Jr.,Neutral,Neutral,0,Positive,1,0,0,0
3,1,00:04:01,Robert Downey...,Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:04:03,The last one left standing wins. Let the game begin.,positive,Positive,4,Positive,1,0,0,0
3,1,00:04:14,All right!,Neutral,Neutral,0,Positive,1,0,0,0
3,1,00:04:14,"Run for your life, Peter!",Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:04:18,Look at him. He runs like a Welshman.,Neutral,Positive,2,Positive,1,0,0,0
3,1,00:04:21,Doesn't he? Doesn't he run like a Welshman?,Neutral,Positive,2,Positive,1,0,0,0
3,1,00:04:25,"Hey, Brian.",Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:04:25,"Hi, Joe.",Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:04:27,Bonnie making chicken Marsala?,fear,Neutral,0,Neutral,1,0,0,0
3,1,00:04:30,No. She made that three nights ago. Wow! That's some nose you've got!,disgust,Positive,3,Positive,1,0,0,0
3,1,00:04:37,Yeah. One time it almost got me a spokesman deal. Follow your nose.  Follow your nose.  Follow your nose.,"anticipation,disgust,joy,positive,surprise,trust",Positive,1,Neutral,1,0,0,5.26
3,1,00:04:42,"Oh, I'm sorry. No, that was good.","anticipation,joy,positive,surprise,trust",Positive,1,Negative,1,0,0,0
3,1,00:04:45,I-I just didn't think you were gonna go so cartoony with it.,Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:04:49,How would you read it?,Neutral,Neutral,0,Neutral,1,0,0,20
3,1,00:04:49,"Oh, I don't know.",Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:04:51,"I was thinkin' of doin' it, you know, good. Like an actor. But your way's good too.","anticipation,joy,positive,surprise,trust",Positive,8,Positive,1,0,0,0
3,1,00:04:57,We could use a nose like that at the precinct.,"disgust,negative",Positive,2,Positive,1,0,0,0
3,1,00:05:00,Really?,Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:05:04,"I guess it's just down to you and me, Peter. One of us is gonna win that paid vacation.","anticipation,joy,positive,surprise",Positive,4,Positive,1,0,0,0
3,1,00:05:09,I don't wanna feed Grandma bacon while she's in the bathtub.,Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:05:12,"Peter, are you OK?",Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:05:22,"Mr Weed, I think Peter needs a doc...",Neutral,Neutral,0,Negative,1,0,0,0
3,1,00:05:26,We have a winner!,"anticipation,joy,positive,surprise",Positive,12,Positive,1,0,0,25
3,1,00:05:29,"Here, kitty, kitty, kitty, kitty.",Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:05:35,No drugs. She's good. He's clean.,"anticipation,joy,positive,surprise,trust",Positive,4,Positive,1,16.67,0,0
3,1,00:05:38,"That's it, except for the flight crew.",trust,Neutral,0,Neutral,1,0,0,0
3,1,00:05:41,"Hey, Brian. What's with the Johnny Law routine?","positive,trust",Neutral,0,Neutral,1,12.5,0,0
3,1,00:05:43,Say hello to our newest narc. He's a natural.,Neutral,Positive,1,Neutral,1,0,0,11.11
3,1,00:05:46,"Oh, yeah? How good are you?","anticipation,joy,positive,surprise,trust",Positive,4,Positive,1,0,0,0
3,1,00:05:49,"You're back from Manila. You ate lumpia, then you made love to two Filipino women.","joy,positive",Positive,3,Positive,1,0,0,0
3,1,00:05:55,And a man.,Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:05:55,You mean three Filipino women.,Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:06:01,No-o-o-o-o!,Neutral,Negative,-1,Neutral,1,0,0,0
3,1,00:06:04,Wait a second. Got something.,"anticipation,negative",Neutral,0,Neutral,1,0,0,20
3,1,00:06:16,"This could be the real deal, boys. Let's do it!","anticipation,joy,positive,surprise,trust",Neutral,0,Neutral,1,0,0,10
3,1,00:06:30,"Don't move, dirtbag!",Neutral,Neutral,0,Negative,1,0,0,33.33
3,1,00:06:34,It's coke! Yes! All right! We got 'em! This is great. This is the rush I've been lookin' for.,Neutral,Positive,4,Positive,1,0,0,0
3,1,00:06:39,"Good work, Brian. Uh, you still got a little, uh...","anticipation,joy,positive,surprise,trust",Positive,3,Positive,1,0,0,0
3,1,00:06:44,"Oh. Oh, thanks.",Neutral,Positive,2,Neutral,1,0,0,0
3,1,00:06:52,Where shall we go for your week off?,Neutral,Neutral,0,Neutral,1,0,0,12.5
3,1,00:06:54,We could all go to Purgatory like we did last year.,"disgust,fear,negative",Positive,2,Positive,1,0,0,9.09
3,1,00:06:57,"This isn't bad. It's not that good, but it's not that bad.","anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust",Negative,-3,Negative,1,0,0,0
3,1,00:07:02,It's so-so.,Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:07:02,Yeah. More or less.,Neutral,Positive,1,Neutral,1,0,0,0
3,1,00:07:05,"Hey, Brian. If cops are pigs, does that make you a schnozage?",Neutral,Neutral,0,Negative,1,0,0,8.33
3,1,00:07:11,Did you stay up all night writing that?,Neutral,Neutral,0,Neutral,1,0,0,25
3,1,00:07:11,I got to bed around 2.30.,Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:07:15,You know the street value of that cocaine?,"negative,sadness",Neutral,0,Neutral,1,0,0,12.5
3,1,00:07:18,"Let's see. Four and a half kilos uncut Nicaraguan. 1.7 mil, that area?",Neutral,Neutral,0,Neutral,1,0,0,7.69
3,1,00:07:24,"Uh, yeah. That's... that's... that's right.",Neutral,Positive,1,Positive,1,0,0,0
3,1,00:07:27,"You guys, Brian's famous!",positive,Neutral,0,Positive,1,0,0,25
3,1,00:07:29,You're a hero!,"anticipation,joy,positive,surprise,trust",Positive,2,Positive,1,0,0,0
3,1,00:07:29,Way to go!,Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:07:31,"Oh, come on, stop it, you guys. It's nothing. Oh, Lois, your toast is ready.","anticipation,joy,positive",Negative,-1,Positive,1,0,0,6.67
3,1,00:07:37,"Wow! Oh, my!",Neutral,Positive,4,Positive,1,0,0,0
3,1,00:07:38,"Uh, Meg's using a new conditioner.",Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:07:38,He's right! That's amazing!,Neutral,Positive,4,Positive,1,0,0,0
3,1,00:07:43,Time to change Stewie.,"anticipation,fear",Neutral,0,Neutral,1,0,0,25
3,1,00:07:43,Preposterous. I haven't... There it is.,Neutral,Neutral,0,Negative,1,0,0,0
3,1,00:07:48,All right!,Neutral,Neutral,0,Positive,1,0,0,0
3,1,00:07:53,Stop the car.,Neutral,Negative,-2,Neutral,1,0,0,33.33
3,1,00:07:54,Over there.,Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:07:58,Everybody freeze! This is a bust!,Neutral,Neutral,0,Negative,1,0,0,0
3,1,00:08:00,"Brian, this is a Sunday-school class.",Neutral,Neutral,0,Neutral,1,0,16.67,0
3,1,00:08:03,The hell it is. Pure Bogot bullion. This is a drug ring.,"anger,disgust,fear,negative,sadness",Negative,-4,Negative,1,8.33,0,0
3,1,00:08:07,But these are just kids.,Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:08:07,"Oh, yeah? What's your name?",Neutral,Positive,1,Neutral,1,0,0,0
3,1,00:08:11,Ricky.,Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:08:11,They're not kids. They're midgets.,Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:08:14,Filthy drug-peddling midgets.,"disgust,negative",Neutral,0,Negative,1,0,0,0
3,1,00:08:16,"Oh, my God!","anticipation,fear,joy,positive,trust",Positive,1,Neutral,1,0,0,0
3,1,00:08:18,"Look out, Brian!",Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:08:44,Nice work!,Neutral,Positive,3,Positive,1,0,0,0
3,1,00:08:44,You're a credit to the force.,"anger,fear,negative,positive,trust",Neutral,0,Neutral,1,16.67,16.67,0
3,1,00:08:46,"Additional generic cop compliment, Brian.","anticipation,fear,joy,positive,surprise,trust",Neutral,0,Positive,1,0,0,0
3,1,00:08:48,Thanks. But the real hero here is God for blessing me with this nose.,"anticipation,disgust,fear,joy,positive,surprise,trust",Positive,8,Positive,1,0,0,0
3,1,00:08:53,And a few other equally amazing appendages.,positive,Positive,4,Positive,1,0,0,0
3,1,00:08:59,I better take this cocaine down to Evidence.,"negative,sadness",Positive,2,Positive,1,0,0,0
3,1,00:08:59,"Oh, I'll... I'll do that.","anger,disgust,fear,negative,sadness",Neutral,0,Neutral,1,0,0,0
3,1,00:09:04,I'll catch up with you guys at the pub.,"anger,disgust,fear,negative,sadness,surprise",Neutral,0,Neutral,1,0,0,11.11
3,1,00:09:12,So it's settled. We're takin' a cruise to the Bahamas.,Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:09:15,"Ah, this is gonna be great.",Neutral,Positive,3,Positive,1,0,0,0
3,1,00:09:17,And look. It says we have our choice of cabins - port or starboard.,positive,Neutral,0,Neutral,1,0,0,0
3,1,00:09:22,Ha! Listen to me! I sound like an old salt!,Neutral,Positive,4,Positive,1,0,0,0
3,1,00:09:56,"I must say, I've always dreamed of a life at sea. I'm the greatest captain of the Queen's Navy And your record will stand as proof Be it galley or freighter, I'm an expert navigator And you're also a world-class poof My manner, quite effete, is mistaken on the street for a sailor who can pirouette on cue Well, despite your point of view I can thrill a girl or two But I'd rather get it on with you","anticipation,fear,joy,negative,positive,surprise,trust",Positive,1,Positive,1,0,0,3.8
3,1,00:09:57,Ha-ha-ha!,Neutral,Positive,6,Neutral,1,0,0,0
3,1,00:10:04,Sorry to be tardy to the party.,negative,Negative,-1,Negative,1,0,0,0
3,1,00:10:06,"Wow, Brian! Have you lost weight? You gotta tell me your secret.","anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust",Positive,1,Positive,1,0,0,0
3,1,00:10:10,Here's a hint - put down the fork! Face!,Neutral,Neutral,0,Neutral,1,0,0,25
3,1,00:10:13,"So, how was your day?",Neutral,Neutral,0,Neutral,1,0,0,20
3,1,00:10:20,Un-freakin'-believable. First we nailed a bastard who had the gall to hide his stuff in his daughter's doll. Her doll!,"anger,disgust,fear,joy,negative,sadness",Negative,-6,Positive,1,0,0,0
3,1,00:10:24,Where's the line any more? I got news for ya. It-it's not even on the radar screen.,trust,Neutral,0,Neutral,1,5.88,0,5.88
3,1,00:10:29,The days of decency and virtue are gone. Bam!,"positive,trust",Neutral,0,Positive,1,0,0,0
3,1,00:10:40,"Freakin' evaporated like a dingy, stinkin' mud puddle. One day you see your reflection in it, and the next day it's a damn oil spot on your cracked driveway staring back at you, mocking you. Blah! Blah! Blah!","anger,disgust,fear,negative,sadness",Negative,-10,Positive,1,2.63,0,7.89
3,1,00:10:43,Knowin' the perverted truths that rot in the pit of your soul. That's how my freakin' day was.,"disgust,fear,negative,sadness",Neutral,0,Negative,1,0,0,5.56
3,1,00:10:50,You know what I haven't had in a while? Big League Chew.,positive,Positive,1,Neutral,1,0,0,0
3,1,00:10:55,"So take it from me - McGriffin, the drug dog.",Neutral,Neutral,0,Neutral,1,11.11,0,0
3,1,00:10:58,"If you really wanna get high, it's as easy as being yourself.",Neutral,Positive,1,Positive,1,0,0,0
3,1,00:11:03,"Well, kids, I'm gonna pass things off now to... Gerald, the happy and abstinent police clown.","anticipation,fear,joy,positive,surprise,trust",Positive,3,Positive,1,6.25,0,12.5
3,1,00:11:09,"Hey, kids! You know why I'm happy?","anticipation,joy,positive,trust",Positive,3,Positive,1,0,0,0
3,1,00:11:14,Cos I'm free of S... T... Ds!,Neutral,Positive,1,Positive,1,0,0,0
3,1,00:11:23,That McGriffin guy was so cool!,positive,Positive,1,Positive,1,0,0,16.67
3,1,00:11:23,Totally. I'm never doing drugs now.,Neutral,Neutral,0,Neutral,1,16.67,0,0
3,1,00:11:28,Ahhhhh.,Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:11:31,Got milk?,Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:11:36,"Before you go on a cruise, you gotta build up a base tan.","positive,trust",Neutral,0,Neutral,1,0,0,7.69
3,1,00:11:39,"But I heard that if you use tanning beds, you could get something called melanoma.",Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:11:44,"Oh, that's just fancy talk for sexified. Now, climb in.","anticipation,joy,positive",Neutral,0,Positive,1,0,0,0
3,1,00:11:54,"Hey, what kinda tanning booth is this?",Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:11:54,Those aren't tanning booths.,Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:11:58,That row is time machines.,"anger,anticipation,negative",Neutral,0,Neutral,1,0,0,20
3,1,00:11:58,"Oh, crap! Where the hell is he?","anger,disgust,fear,negative,sadness",Negative,-7,Negative,1,0,0,0
3,1,00:12:02,"Hey, Dad, I'm in the Bible days, and there's a whole stadium of people clappin' for me.",Neutral,Neutral,0,Neutral,1,0,0,5.88
3,1,00:12:07,"Oh, look, my very own lion!","fear,positive",Neutral,0,Neutral,1,0,0,0
3,1,00:12:10,"Oh, my God!","anticipation,fear,joy,positive,trust",Positive,1,Neutral,1,0,0,0
3,1,00:12:15,Must've got the wrong hat.,negative,Negative,-2,Negative,1,0,0,0
3,1,00:12:16,"And now, here's something we hope you'll really like.","anticipation,joy,positive,surprise,trust",Positive,4,Positive,1,0,0,0
3,1,00:12:27,There's no smokin' in the terminal.,"fear,negative,sadness",Negative,-1,Neutral,1,0,0,0
3,1,00:12:29,There's worse things than nicotine. And I'm gonna find 'em.,"disgust,fear,negative,sadness",Negative,-3,Negative,1,0,0,10
3,1,00:12:32,Patience. It took St Patrick more than a day to clear the Emerald Isle of snakes.,"anticipation,positive,trust",Positive,1,Positive,1,0,0,6.25
3,1,00:12:38,"Can the Irish crap, will you, Horowicz?","disgust,negative",Negative,-3,Negative,1,0,0,0
3,1,00:12:38,OK.,Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:12:42,Open it!,Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:12:42,Agh! Let me go!,Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:12:44,Help! Help!,Neutral,Positive,24,Neutral,1,0,0,0
3,1,00:12:46,Where's the stash? I'll do a freakin' body-cavity search.,"anger,disgust,fear,negative,sadness",Neutral,0,Neutral,1,0,0,11.11
3,1,00:12:50,Argh! Argh!,Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:12:50,"Sir, we apologise.","positive,trust",Negative,-1,Neutral,1,0,0,0
3,1,00:12:53,There's no easy way to say this. You have a drug problem.,"fear,negative,sadness",Negative,-2,Positive,1,8.33,0,0
3,1,00:12:57,A drug problem? What's this really about? Jealousy? Am I stealin' your thunder?,"anger,disgust,fear,negative,sadness",Negative,-2,Negative,1,7.69,0,0
3,1,00:13:01,Give me your badge.,trust,Neutral,0,Neutral,1,0,0,0
3,1,00:13:01,Fine!,Neutral,Positive,10,Positive,1,0,0,0
3,1,00:13:03,"By the way, Horowicz, you should show Joe your impression of him.","positive,trust",Neutral,0,Neutral,1,0,0,0
3,1,00:13:12,"Oh, well... It's not as good as my Irish cop. It's just a little thing I... I'm Joe! My legs don't work, but I make up for it by having a very strong upper body.","anticipation,fear,joy,positive,surprise,trust",Positive,5,Positive,1,0,0,5.71
3,1,00:13:17,"Well, I do say that.",Neutral,Neutral,0,Positive,1,0,0,0
3,1,00:13:23,The Old Man and the Sea. I see you're gettin' in the mood for our cruise.,positive,Neutral,0,Neutral,1,0,0,0
3,1,00:13:27,Yeah. Stupid fisherman. Sittin' out there on a boat yammerin' to himself.,negative,Negative,-1,Negative,1,0,0,0
3,1,00:13:32,He doesn't even know I'm watching him.,Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:13:36,"Ah, splendid. Fido McCoke-Fiend is home.","joy,positive,surprise",Positive,3,Positive,1,0,0,0
3,1,00:13:39,"Everybody, this is Tina.",Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:13:39,What happened to you?,Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:13:42,Less questions and more shut-the-hell-up.,Neutral,Negative,-4,Negative,1,0,0,0
3,1,00:13:45,Just because you can't feel your teeth doesn't mean the girl can't feel your insults.,Neutral,Negative,-2,Negative,1,0,0,20
3,1,00:13:50,Hello. I'm Lois Griffin. Welcome to our home.,Neutral,Positive,2,Positive,1,0,0,0
3,1,00:13:53,"So, what? She's, like, your mom or somethin'?",Neutral,Positive,2,Positive,1,0,0,0
3,1,00:13:59,"Tina, can I get you a warm washcloth to wipe the dried blood from under your nose?",disgust,Positive,1,Positive,1,0,0,0
3,1,00:14:04,Here's the channel Lois doesn't know about.,Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:14:04,"Chris, look away! Meg, take Stewie upstairs.",Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:14:09,Wait. That man seems to have suffered a serious snakebite.,"anticipation,negative",Neutral,0,Negative,1,0,0,10
3,1,00:14:13,"Brian, would you please ask your new friend to leave now?","joy,negative,positive,sadness,surprise,trust",Neutral,0,Neutral,1,0,0,18.18
3,1,00:14:16,"Oh, sorry. Things gettin' too real for the Stepford wife?","positive,trust",Negative,-1,Negative,1,0,0,10
3,1,00:14:20,And look at you two - Quasimodo and Lumpy.,"disgust,negative",Neutral,0,Negative,1,0,0,0
3,1,00:14:23,I leave more personality in tightly-coiled piles on the lawn.,"disgust,negative,sadness,surprise",Negative,-1,Neutral,1,0,0,10
3,1,00:14:27,"Oh, do me! Do me next!",Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:14:29,"Come on, baby girl. Let's go to the park.","joy,positive",Neutral,0,Neutral,1,0,0,22.22
3,1,00:14:39,"Hey, Doc. What are you doing here?",Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:14:39,Your family has something to say.,Neutral,Neutral,0,Neutral,1,0,16.67,0
3,1,00:14:45,"Brian, I know I don't speak up much, and it's really hard for me to talk about my feelings, but...",positive,Negative,-1,Negative,1,0,0,0
3,1,00:14:49,Let's start with someone more interesting. Peter?,"anticipation,positive",Positive,2,Positive,1,0,0,14.29
3,1,00:14:53,"Ever since your addiction, you've been a jerk.","anger,negative,surprise",Negative,-3,Negative,1,0,0,0
3,1,00:14:56,I miss the old days when you were my sidekick.,Neutral,Negative,-2,Negative,1,0,0,0
3,1,00:14:59,Uh... so she hated my tie until I told her it was made out of 100 per cent Buttafuco fibre.,Neutral,Negative,-3,Negative,1,0,0,0
3,1,00:15:07,"Uh, yeah, yeah.",Neutral,Positive,8,Neutral,1,0,0,0
3,1,00:15:09,Uh... yeah.,Neutral,Positive,3,Neutral,1,0,0,0
3,1,00:15:11,Yeah. Eeh. Yeah.,Neutral,Positive,2,Neutral,1,0,0,0
3,1,00:15:18,"Brian, how about a little tie music? Peter's tie, Peter's tie That's because Peter's the guy!","joy,positive,sadness",Neutral,0,Neutral,1,0,0,6.25
3,1,00:15:22,All right. That's it. A little tie music.,"joy,positive,sadness",Neutral,0,Positive,1,0,0,0
3,1,00:15:26,Heh-hee!,Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:15:28,Yeah!,Neutral,Positive,1,Neutral,1,0,0,0
3,1,00:15:30,"Look, you-you guys got it all wrong. I-I-I... I wa...",negative,Negative,-2,Negative,1,0,0,10
3,1,00:15:35,"Oh, I'm so sorry, everyone!",Neutral,Negative,-1,Negative,1,0,0,0
3,1,00:15:37,"Oh, God, I need help!","anticipation,fear,joy,positive,trust",Positive,3,Neutral,1,0,0,0
3,1,00:15:40,I guess now we know what kind of dog he is.,"joy,positive,surprise,trust",Positive,2,Neutral,1,0,0,9.09
3,1,00:15:43,A melan-collie.,Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:15:47,"Nothing? Oh, wait, wait, wait. I should have said Chi-wah-wah.","anticipation,negative",Neutral,0,Neutral,1,0,0,30
3,1,00:15:55,I don't have to impress you.,positive,Positive,3,Positive,1,0,0,0
3,1,00:15:58,"Look, I'm not insensitive, Lois.",Neutral,Negative,-2,Negative,1,0,0,0
3,1,00:16:00,But why do we have to cancel our cruise just cos the dog's a cokehead?,"negative,sadness",Negative,-1,Neutral,1,0,0,0
3,1,00:16:04,We're not going on vacation while Brian's in rehab. We'll just have to wait till next year.,"anticipation,joy,negative,positive",Neutral,0,Neutral,1,0,0,11.76
3,1,00:16:09,"Aw, man!",Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:16:10,I'll make it up to you. My cousin works at Club Med.,"anger,disgust,fear,negative,sadness",Neutral,0,Positive,1,0,0,16.67
3,1,00:16:18,Holy crap! Look at this place.,"disgust,negative,positive",Negative,-3,Positive,1,0,0,0
3,1,00:16:21,This is where God would come if he had to stop doin' blow.,"anticipation,fear,joy,positive,trust",Neutral,0,Negative,1,0,0,0
3,1,00:16:25,They have tennis courts!,Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:16:25,And a full spa!,"anticipation,joy,positive,surprise,trust",Neutral,0,Neutral,1,0,0,0
3,1,00:16:27,Wow! No wonder people do drugs!,Neutral,Positive,3,Positive,1,16.67,0,0
3,1,00:16:30,"Good luck, Brian. I just know you're gonna get clean.","anticipation,joy,positive,surprise,trust",Positive,8,Positive,1,0,0,0
3,1,00:16:33,Shouldn't be too hard to get clean with all these mineral baths and jacuzzis.,"joy,positive,trust",Positive,1,Negative,1,0,0,0
3,1,00:16:39,"Oh, I see. The fat man makes a pun and everyone wets themselves.","disgust,negative,sadness",Neutral,0,Negative,1,0,0,7.69
3,1,00:16:43,I give you gold and I get squat. I'll be in the car.,"anger,disgust,fear,negative,positive,sadness",Neutral,0,Positive,1,0,0,7.69
3,1,00:16:48,"That was a very productive first day, Brian.",positive,Neutral,0,Positive,1,0,0,12.5
3,1,00:16:53,Our goal here is to find your X factor - the element in your life that made you turn to drugs.,Neutral,Neutral,0,Neutral,1,5,5,0
3,1,00:16:57,"Just having some time away to sort things out is gonna do wonders. Thanks, Doctor.","anticipation,positive,trust",Positive,2,Positive,1,0,0,13.33
3,1,00:17:03,What are you doing here?,Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:17:05,"I'm on vacation. Oh, and if anyone asks, I'm also on smack.","anger,anticipation,joy,negative,positive",Neutral,0,Negative,1,0,0,0
3,1,00:17:13,"Peter, this is a detox clinic. You can't vacation here.","anticipation,joy,positive",Neutral,0,Neutral,1,0,0,0
3,1,00:17:17,Why not? This place is way better than a cruise.,Neutral,Positive,2,Positive,1,0,0,0
3,1,00:17:20,I whipped this speedfreak's ass at horseshoes today.,negative,Negative,-4,Neutral,1,0,0,0
3,1,00:17:23,This isn't a vacation for me. I'm tryin' to get healthy.,"anticipation,joy,positive",Positive,2,Positive,1,0,0,0
3,1,00:17:26,"Yeah, OK. All right.",Neutral,Positive,1,Positive,1,0,0,0
3,1,00:17:28,"Hey, softball this afternoon.",Neutral,Neutral,0,Neutral,1,0,0,25
3,1,00:17:30,Us addicts are takin' on the pregnant teenagers from across the lake.,Neutral,Neutral,0,Negative,1,0,0,8.33
3,1,00:17:34,"OK, come on, everyone. Exercise is an important part of recovery.","positive,trust",Positive,2,Positive,1,0,0,9.09
3,1,00:17:38,Just work with the resistance of the water. Ten more reps. And one. And two.,"anger,negative",Neutral,0,Positive,1,0,0,6.67
3,1,00:17:44,And three.,Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:17:48,Yeah! I'm also addicted to boobies!,Neutral,Positive,1,Negative,1,0,0,0
3,1,00:17:57,Trade you this for your cupcake.,trust,Neutral,0,Neutral,1,0,0,0
3,1,00:18:04,What? It was just Carpet Fresh. I'm on your side.,Neutral,Positive,1,Positive,1,0,0,0
3,1,00:18:07,I've been observing your behaviour. I don't think you're an addict. I think you're an idiot.,"disgust,negative",Negative,-3,Negative,1,0,0,0
3,1,00:18:12,"Well, I don't pay you to think, hot lips. In fact, I don't pay you at all. Count it.","anger,anticipation,joy,positive,trust",Negative,-2,Positive,1,0,0,0
3,1,00:18:18,I'll be keeping my eye on you. What's your name?,"anger,disgust,fear,negative,sadness",Neutral,0,Neutral,1,0,0,0
3,1,00:18:21,"Uh, my-my name? Uh...",Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:18:23,Uh... uh... uh...,Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:18:26,Pea... uh... uh... uh...,Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:18:30,Tear... uh...,Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:18:33,Uh... Griffin.,Neutral,Neutral,0,Neutral,1,0,0,0
3,1,00:18:36,Yeah. Yeah. Peter Griffin.,Neutral,Positive,2,Neutral,1,0,0,0
3,1,00:18:38,"Oh, crap.","disgust,negative",Negative,-1,Negative,1,0,0,0
3,1,00:18:40,I was lookin' for you. You wanna go mess with the pregnant teens across the lake?,"disgust,negative,positive",Negative,-2,Negative,1,0,0,6.25
3,1,00:18:45,I can't. Group therapy.,Neutral,Neutral,0,Neutral,1,0,0,0
